transaction_id,date,branch_id,employee_id,cashier_id,product_id,quantity,unit_price,discount_applied (%),discount_value,total_without_discount,total_after_discount,tax_amount,final_total_price,loyalty_points_earned,return_or_refund,transaction_type,customer_id,payment_method,payment_breakdown
TXN00478,2023-08-27 12:39:22,BR005,EMP035,EMP035,PROD029,2,3097.48,15,929.24,6194.96,5265.72,394.93,5660.65,566,No,In-store,CUST0157,Card,Card: 5660.65
TXN00479,2024-02-25 03:21:09,BR002,EMP018,EMP018,PROD035,7,2407.42,0,0.0,16851.94,16851.94,1263.9,18115.84,1811,No,In-store,CUST0114,Online Payment,Online Payment: 18115.84
TXN00480,2023-03-07 00:35:38,BR002,EMP010,EMP010,PROD037,5,4244.13,15,3183.1,21220.65,18037.55,1352.82,19390.37,1939,Yes,Online,CUST0039,Online Payment,Online Payment: 19390.37
TXN00481,2025-02-01 13:08:21,BR001,EMP091,EMP091,PROD025,5,3380.5,0,0.0,16902.5,16902.5,1267.69,18170.19,1817,No,Online,CUST0148,Cash,Cash: 18170.19
TXN00482,2024-09-28 19:02:48,BR008,EMP085,EMP085,PROD028,7,721.54,0,0.0,5050.78,5050.78,378.81,5429.59,542,No,In-store,CUST0099,Online Payment,Online Payment: 5429.59
TXN00483,2024-02-17 09:06:27,BR002,EMP094,EMP094,PROD023,6,3745.47,5,1123.64,22472.82,21349.18,1601.19,22950.37,2295,No,Mobile,CUST0166,Cash,Cash: 22950.37
TXN00484,2024-12-01 18:11:20,BR006,EMP002,EMP002,PROD030,5,4905.59,0,0.0,24527.95,24527.95,1839.6,26367.55,2636,No,In-store,CUST0099,Online Payment,Online Payment: 26367.55
TXN00485,2024-08-01 10:55:32,BR007,EMP039,EMP039,PROD041,6,1902.79,0,0.0,11416.74,11416.74,856.26,12273.0,1227,No,Mobile,CUST0113,Online Payment,Online Payment: 12273.0
TXN00486,2023-03-07 16:12:14,BR004,EMP017,EMP017,PROD047,10,3303.86,0,0.0,33038.6,33038.6,2477.89,35516.49,3551,No,In-store,CUST0139,Online Payment,Online Payment: 35516.49
TXN00487,2024-03-28 16:06:12,BR008,EMP006,EMP006,PROD003,6,4006.6,0,0.0,24039.6,24039.6,1802.97,25842.57,2584,No,Mobile,CUST0011,Card,Card: 25842.57
TXN00488,2024-10-26 20:14:35,BR008,EMP089,EMP089,PROD010,10,543.57,0,0.0,5435.7,5435.7,407.68,5843.38,584,No,In-store,CUST0189,Cash,Cash: 5843.38
TXN00489,2023-02-22 18:05:59,BR008,EMP089,EMP089,PROD003,4,4006.6,0,0.0,16026.4,16026.4,1201.98,17228.38,1722,Yes,Mobile,CUST0013,Card,Card: 17228.38
TXN00490,2023-04-24 12:23:54,BR008,EMP089,EMP089,PROD011,10,1725.88,0,0.0,17258.8,17258.8,1294.41,18553.21,1855,No,In-store,CUST0030,Card,Card: 18553.21
TXN00491,2024-05-31 02:53:14,BR004,EMP017,EMP017,PROD013,7,3746.49,25,6556.36,26225.43,19669.07,1475.18,21144.25,2114,No,Mobile,CUST0174,Card,Card: 21144.25
TXN00492,2024-07-23 07:04:17,BR003,EMP086,EMP086,PROD014,1,1502.17,0,0.0,1502.17,1502.17,112.66,1614.83,161,No,In-store,CUST0071,Cash,Cash: 1614.83
TXN00493,2023-06-18 11:26:04,BR006,EMP070,EMP070,PROD011,8,1725.88,0,0.0,13807.04,13807.04,1035.53,14842.57,1484,No,In-store,CUST0035,Cash,Cash: 14842.57
TXN00494,2024-06-12 23:42:05,BR007,EMP039,EMP039,PROD002,8,3145.77,0,0.0,25166.16,25166.16,1887.46,27053.62,2705,Yes,In-store,CUST0023,Online Payment,Online Payment: 27053.62
TXN00495,2024-12-27 20:02:10,BR005,EMP046,EMP046,PROD045,8,4874.01,0,0.0,38992.08,38992.08,2924.41,41916.49,4191,No,Mobile,CUST0070,Online Payment,Online Payment: 41916.49
TXN00496,2023-08-12 18:45:10,BR003,EMP088,EMP088,PROD045,1,4874.01,0,0.0,4874.01,4874.01,365.55,5239.56,523,No,Mobile,CUST0023,Online Payment,Online Payment: 5239.56
TXN00497,2023-09-29 21:30:37,BR006,EMP068,EMP068,PROD001,9,4133.39,0,0.0,37200.51,37200.51,2790.04,39990.55,3999,No,Mobile,CUST0025,Online Payment,Online Payment: 39990.55
TXN00498,2024-09-21 03:11:54,BR004,EMP057,EMP057,PROD050,4,613.4,25,613.4,2453.6,1840.2,138.01,1978.21,197,No,In-store,CUST0039,Online Payment,Online Payment: 1978.21
TXN00499,2025-01-15 22:02:23,BR008,EMP085,EMP085,PROD012,3,3152.66,0,0.0,9457.98,9457.98,709.35,10167.33,1016,No,Online,CUST0073,Cash,Cash: 10167.33
TXN00500,2023-10-25 14:26:35,BR008,EMP006,EMP006,PROD007,1,2920.62,0,0.0,2920.62,2920.62,219.05,3139.67,313,No,In-store,CUST0125,Online Payment,Online Payment: 3139.67
TXN00501,2025-01-03 04:13:29,BR004,EMP057,EMP057,PROD038,10,674.65,10,674.65,6746.5,6071.85,455.39,6527.24,652,No,Mobile,CUST0174,Card,Card: 6527.24
TXN00502,2023-05-04 11:45:54,BR006,EMP027,EMP027,PROD007,4,2920.62,10,1168.25,11682.48,10514.23,788.57,11302.8,1130,No,Online,CUST0057,Cash,Cash: 11302.8
TXN00503,2024-02-19 04:45:14,BR001,EMP067,EMP067,PROD010,4,543.57,25,543.57,2174.28,1630.71,122.3,1753.01,175,No,Online,CUST0035,Card,Card: 1753.01
TXN00504,2024-06-12 20:28:02,BR006,EMP054,EMP054,PROD013,6,3746.49,0,0.0,22478.94,22478.94,1685.92,24164.86,2416,No,Mobile,CUST0016,Card,Card: 24164.86
TXN00505,2024-11-30 10:40:18,BR008,EMP085,EMP085,PROD027,3,4551.47,0,0.0,13654.41,13654.41,1024.08,14678.49,1467,No,Online,CUST0155,Cash,Cash: 14678.49
TXN00506,2024-06-17 11:54:25,BR003,EMP088,EMP088,PROD036,4,3649.85,0,0.0,14599.4,14599.4,1094.95,15694.35,1569,No,Mobile,CUST0126,Cash,Cash: 15694.35
TXN00507,2024-11-19 01:20:45,BR008,EMP036,EMP036,PROD001,7,4133.39,0,0.0,28933.73,28933.73,2170.03,31103.76,3110,No,Online,CUST0149,Cash,Cash: 31103.76
TXN00508,2024-05-12 14:09:44,BR003,EMP088,EMP088,PROD001,7,4133.39,0,0.0,28933.73,28933.73,2170.03,31103.76,3110,No,Online,CUST0188,Online Payment,"Cash: 15939.08, Card: 15164.68"
TXN00509,2024-02-15 04:58:03,BR002,EMP087,EMP087,PROD032,4,4074.61,0,0.0,16298.44,16298.44,1222.38,17520.82,1752,No,In-store,CUST0178,Online Payment,Online Payment: 17520.82
TXN00510,2023-07-27 06:40:30,BR003,EMP086,EMP086,PROD019,4,4557.55,0,0.0,18230.2,18230.2,1367.27,19597.47,1959,Yes,Mobile,CUST0079,Cash,Cash: 19597.47
TXN00511,2024-12-05 07:34:01,BR001,EMP067,EMP067,PROD030,3,4905.59,10,1471.68,14716.77,13245.09,993.38,14238.47,1423,No,Online,CUST0161,Card,Card: 14238.47
TXN00512,2023-02-09 00:09:35,BR002,EMP077,EMP077,PROD045,6,4874.01,0,0.0,29244.06,29244.06,2193.3,31437.36,3143,No,Online,CUST0179,Online Payment,Online Payment: 31437.36
TXN00513,2024-10-17 00:53:49,BR004,EMP017,EMP017,PROD040,6,2098.38,0,0.0,12590.28,12590.28,944.27,13534.55,1353,No,Mobile,CUST0094,Cash,Cash: 13534.55
TXN00514,2023-11-18 21:50:50,BR008,EMP089,EMP089,PROD003,6,4006.6,15,3605.94,24039.6,20433.66,1532.52,21966.18,2196,No,Mobile,CUST0181,Cash,Cash: 21966.18
TXN00515,2024-09-30 19:13:56,BR004,EMP019,EMP019,PROD022,4,4388.48,0,0.0,17553.92,17553.92,1316.54,18870.46,1887,No,Mobile,CUST0193,Online Payment,Online Payment: 18870.46
TXN00516,2024-08-06 20:41:39,BR004,EMP019,EMP019,PROD021,6,215.15,15,193.64,1290.9,1097.27,82.29,1179.56,117,No,Online,CUST0071,Cash,"Cash: 516.75, Card: 662.81"
TXN00517,2024-02-20 14:39:58,BR002,EMP087,EMP087,PROD046,9,193.32,10,173.99,1739.88,1565.89,117.44,1683.33,168,No,Online,CUST0173,Online Payment,Online Payment: 1683.33
TXN00518,2024-12-24 21:28:56,BR002,EMP028,EMP028,PROD030,2,4905.59,0,0.0,9811.18,9811.18,735.84,10547.02,1054,No,In-store,CUST0074,Cash,Cash: 10547.02
TXN00519,2023-09-10 06:41:06,BR002,EMP018,EMP018,PROD032,3,4074.61,0,0.0,12223.83,12223.83,916.79,13140.62,1314,No,Mobile,CUST0006,Card,Card: 13140.62
TXN00520,2024-07-21 23:39:38,BR003,EMP086,EMP086,PROD023,7,3745.47,5,1310.91,26218.29,24907.38,1868.05,26775.43,2677,No,In-store,CUST0075,Cash,"Cash: 17369.69, Card: 9405.74"
TXN00521,2023-08-07 09:38:55,BR006,EMP068,EMP068,PROD038,6,674.65,10,404.79,4047.9,3643.11,273.23,3916.34,391,No,Mobile,CUST0179,Online Payment,Online Payment: 3916.34
TXN00522,2024-01-19 18:55:07,BR008,EMP036,EMP036,PROD037,3,4244.13,15,1909.86,12732.39,10822.53,811.69,11634.22,1163,No,Online,CUST0059,Card,Card: 11634.22
TXN00523,2023-09-19 18:10:33,BR001,EMP038,EMP038,PROD023,5,3745.47,5,936.37,18727.35,17790.98,1334.32,19125.3,1912,No,Mobile,CUST0042,Online Payment,Online Payment: 19125.3
TXN00524,2023-06-29 12:41:40,BR003,EMP088,EMP088,PROD045,3,4874.01,0,0.0,14622.03,14622.03,1096.65,15718.68,1571,No,In-store,CUST0082,Online Payment,Online Payment: 15718.68
TXN00525,2023-08-29 05:04:54,BR006,EMP027,EMP027,PROD014,9,1502.17,0,0.0,13519.53,13519.53,1013.96,14533.49,1453,No,Online,CUST0038,Card,Card: 14533.49
TXN00526,2023-06-14 05:46:43,BR005,EMP035,EMP035,PROD002,7,3145.77,10,2202.04,22020.39,19818.35,1486.38,21304.73,2130,No,Online,CUST0082,Cash,"Cash: 12684.79, Card: 8619.94"
TXN00527,2024-03-08 01:31:46,BR006,EMP081,EMP081,PROD046,5,193.32,10,96.66,966.6,869.94,65.25,935.19,93,No,Mobile,CUST0171,Cash,Cash: 935.19
TXN00528,2024-08-26 19:46:48,BR008,EMP036,EMP036,PROD045,2,4874.01,20,1949.6,9748.02,7798.42,584.88,8383.3,838,No,In-store,CUST0174,Online Payment,Online Payment: 8383.3
TXN00529,2023-02-27 04:57:47,BR007,EMP039,EMP039,PROD029,6,3097.48,0,0.0,18584.88,18584.88,1393.87,19978.75,1997,No,Mobile,CUST0165,Cash,Cash: 19978.75
TXN00530,2023-07-30 11:48:04,BR005,EMP035,EMP035,PROD002,2,3145.77,10,629.15,6291.54,5662.39,424.68,6087.07,608,No,In-store,CUST0132,Card,Card: 6087.07
TXN00531,2023-10-12 18:10:28,BR001,EMP091,EMP091,PROD024,7,4837.99,0,0.0,33865.93,33865.93,2539.94,36405.87,3640,No,Online,CUST0095,Card,Card: 36405.87
TXN00532,2023-09-17 01:00:25,BR006,EMP054,EMP054,PROD020,8,3123.41,0,0.0,24987.28,24987.28,1874.05,26861.33,2686,No,Online,CUST0190,Card,Card: 26861.33
TXN00533,2023-09-20 03:16:04,BR003,EMP088,EMP088,PROD028,7,721.54,0,0.0,5050.78,5050.78,378.81,5429.59,542,No,Mobile,CUST0023,Cash,Cash: 5429.59
TXN00534,2024-02-11 14:10:10,BR006,EMP002,EMP002,PROD038,7,674.65,0,0.0,4722.55,4722.55,354.19,5076.74,507,Yes,Mobile,CUST0070,Card,Card: 5076.74
TXN00535,2024-02-01 21:16:48,BR003,EMP023,EMP023,PROD012,7,3152.66,5,1103.43,22068.62,20965.19,1572.39,22537.58,2253,No,In-store,CUST0078,Online Payment,Online Payment: 22537.58
TXN00536,2024-04-17 08:29:39,BR008,EMP026,EMP026,PROD002,1,3145.77,0,0.0,3145.77,3145.77,235.93,3381.7,338,No,Mobile,CUST0163,Card,Card: 3381.7
TXN00537,2024-07-09 04:15:58,BR005,EMP046,EMP046,PROD012,8,3152.66,0,0.0,25221.28,25221.28,1891.6,27112.88,2711,No,Online,CUST0127,Cash,Cash: 27112.88
TXN00538,2023-11-15 22:25:32,BR008,EMP089,EMP089,PROD028,5,721.54,25,901.92,3607.7,2705.77,202.93,2908.7,290,No,In-store,CUST0096,Online Payment,Online Payment: 2908.7
TXN00539,2023-02-21 13:48:13,BR005,EMP035,EMP035,PROD038,1,674.65,0,0.0,674.65,674.65,50.6,725.25,72,No,Mobile,CUST0035,Card,Card: 725.25
TXN00540,2023-09-07 17:41:00,BR006,EMP068,EMP068,PROD041,6,1902.79,0,0.0,11416.74,11416.74,856.26,12273.0,1227,No,Mobile,CUST0164,Cash,Cash: 12273.0
TXN00541,2024-09-25 06:15:44,BR003,EMP023,EMP023,PROD039,3,3046.86,20,1828.12,9140.58,7312.46,548.43,7860.89,786,No,Mobile,CUST0078,Card,Card: 7860.89
TXN00542,2024-07-26 14:27:04,BR006,EMP002,EMP002,PROD035,10,2407.42,15,3611.13,24074.2,20463.07,1534.73,21997.8,2199,No,In-store,CUST0036,Online Payment,Online Payment: 21997.8
TXN00543,2024-10-04 20:46:12,BR008,EMP085,EMP085,PROD022,3,4388.48,0,0.0,13165.44,13165.44,987.41,14152.85,1415,No,Mobile,CUST0057,Cash,Cash: 14152.85
TXN00544,2024-04-16 20:49:39,BR002,EMP077,EMP077,PROD030,2,4905.59,0,0.0,9811.18,9811.18,735.84,10547.02,1054,No,In-store,CUST0123,Card,Card: 10547.02
TXN00545,2023-11-16 13:30:27,BR003,EMP086,EMP086,PROD039,9,3046.86,20,5484.35,27421.74,21937.39,1645.3,23582.69,2358,No,Online,CUST0008,Online Payment,Online Payment: 23582.69
TXN00546,2023-07-30 15:47:25,BR003,EMP088,EMP088,PROD010,4,543.57,25,543.57,2174.28,1630.71,122.3,1753.01,175,No,In-store,CUST0021,Card,Card: 1753.01
TXN00547,2024-10-08 22:06:47,BR002,EMP010,EMP010,PROD002,8,3145.77,10,2516.62,25166.16,22649.54,1698.72,24348.26,2434,No,In-store,CUST0009,Online Payment,Online Payment: 24348.26
TXN00548,2023-03-25 23:31:25,BR008,EMP006,EMP006,PROD017,1,4938.88,0,0.0,4938.88,4938.88,370.42,5309.3,530,No,In-store,CUST0194,Cash,Cash: 5309.3
TXN00549,2025-01-22 14:36:39,BR004,EMP082,EMP082,PROD013,3,3746.49,25,2809.87,11239.47,8429.6,632.22,9061.82,906,No,In-store,CUST0192,Card,Card: 9061.82
TXN00550,2023-11-05 02:52:58,BR006,EMP027,EMP027,PROD033,10,4938.26,0,0.0,49382.6,49382.6,3703.7,53086.3,5308,No,In-store,CUST0026,Online Payment,Online Payment: 53086.3
TXN00551,2024-03-24 17:00:30,BR004,EMP019,EMP019,PROD019,3,4557.55,0,0.0,13672.65,13672.65,1025.45,14698.1,1469,No,In-store,CUST0055,Online Payment,Online Payment: 14698.1
TXN00552,2024-02-11 16:04:41,BR006,EMP081,EMP081,PROD038,3,674.65,10,202.39,2023.95,1821.55,136.62,1958.17,195,No,In-store,CUST0047,Card,Card: 1958.17
TXN00553,2024-01-03 08:23:05,BR004,EMP082,EMP082,PROD015,7,916.59,0,0.0,6416.13,6416.13,481.21,6897.34,689,No,Online,CUST0032,Card,Card: 6897.34
TXN00554,2023-05-24 12:19:47,BR008,EMP036,EMP036,PROD046,5,193.32,0,0.0,966.6,966.6,72.49,1039.09,103,No,Online,CUST0030,Card,Card: 1039.09
TXN00555,2024-05-19 06:48:40,BR005,EMP061,EMP061,PROD029,4,3097.48,15,1858.49,12389.92,10531.43,789.86,11321.29,1132,No,Online,CUST0049,Cash,Cash: 11321.29
TXN00556,2024-10-23 05:14:18,BR008,EMP036,EMP036,PROD012,1,3152.66,5,157.63,3152.66,2995.03,224.63,3219.66,321,No,Online,CUST0113,Online Payment,Online Payment: 3219.66
TXN00557,2023-04-14 23:21:53,BR002,EMP018,EMP018,PROD026,7,3116.76,0,0.0,21817.32,21817.32,1636.3,23453.62,2345,No,In-store,CUST0017,Card,Card: 23453.62
TXN00558,2023-10-28 23:17:28,BR004,EMP082,EMP082,PROD026,2,3116.76,0,0.0,6233.52,6233.52,467.51,6701.03,670,No,Mobile,CUST0128,Card,Card: 6701.03
TXN00559,2024-09-24 21:29:44,BR005,EMP061,EMP061,PROD026,6,3116.76,5,935.03,18700.56,17765.53,1332.41,19097.94,1909,No,Online,CUST0125,Online Payment,Online Payment: 19097.94
TXN00560,2024-09-26 11:17:20,BR008,EMP006,EMP006,PROD008,5,2303.96,15,1727.97,11519.8,9791.83,734.39,10526.22,1052,No,Mobile,CUST0035,Cash,"Cash: 3380.4, Card: 7145.82"
TXN00561,2023-04-01 22:36:51,BR008,EMP006,EMP006,PROD012,7,3152.66,5,1103.43,22068.62,20965.19,1572.39,22537.58,2253,No,Mobile,CUST0160,Cash,Cash: 22537.58
TXN00562,2024-07-05 10:10:31,BR008,EMP085,EMP085,PROD013,5,3746.49,25,4683.11,18732.45,14049.34,1053.7,15103.04,1510,No,Online,CUST0139,Card,Card: 15103.04
TXN00563,2024-04-02 18:55:49,BR001,EMP096,EMP096,PROD003,7,4006.6,0,0.0,28046.2,28046.2,2103.47,30149.67,3014,No,Online,CUST0097,Card,Card: 30149.67
TXN00564,2023-03-05 11:17:26,BR003,EMP088,EMP088,PROD043,5,4347.06,0,0.0,21735.3,21735.3,1630.15,23365.45,2336,No,In-store,CUST0080,Online Payment,Online Payment: 23365.45
TXN00565,2024-09-23 08:56:22,BR002,EMP087,EMP087,PROD043,9,4347.06,0,0.0,39123.54,39123.54,2934.27,42057.81,4205,No,In-store,CUST0130,Cash,Cash: 42057.81
TXN00566,2024-02-27 04:27:02,BR007,EMP069,EMP069,PROD050,5,613.4,25,766.75,3067.0,2300.25,172.52,2472.77,247,No,Mobile,CUST0012,Cash,Cash: 2472.77
TXN00567,2023-11-05 22:16:27,BR001,EMP096,EMP096,PROD041,6,1902.79,0,0.0,11416.74,11416.74,856.26,12273.0,1227,No,Online,CUST0092,Card,Card: 12273.0
TXN00568,2024-07-05 13:08:48,BR004,EMP019,EMP019,PROD016,5,3207.63,0,0.0,16038.15,16038.15,1202.86,17241.01,1724,No,In-store,CUST0079,Cash,Cash: 17241.01
TXN00569,2023-02-23 06:11:52,BR006,EMP002,EMP002,PROD030,7,4905.59,10,3433.91,34339.13,30905.22,2317.89,33223.11,3322,No,Mobile,CUST0121,Online Payment,"Cash: 14173.17, Card: 19049.94"
TXN00570,2024-04-25 22:54:01,BR007,EMP069,EMP069,PROD037,2,4244.13,15,1273.24,8488.26,7215.02,541.13,7756.15,775,No,Mobile,CUST0053,Card,Card: 7756.15
TXN00571,2024-10-30 05:23:52,BR006,EMP027,EMP027,PROD040,5,2098.38,0,0.0,10491.9,10491.9,786.89,11278.79,1127,No,In-store,CUST0128,Online Payment,Online Payment: 11278.79
TXN00572,2024-10-11 08:16:19,BR002,EMP094,EMP094,PROD014,5,1502.17,15,1126.63,7510.85,6384.22,478.82,6863.04,686,No,Mobile,CUST0103,Cash,Cash: 6863.04
TXN00573,2023-04-20 08:57:28,BR002,EMP049,EMP049,PROD018,2,1826.85,25,913.42,3653.7,2740.27,205.52,2945.79,294,No,Online,CUST0020,Online Payment,Online Payment: 2945.79
TXN00574,2024-03-05 21:54:08,BR005,EMP046,EMP046,PROD043,9,4347.06,0,0.0,39123.54,39123.54,2934.27,42057.81,4205,No,Online,CUST0065,Online Payment,Online Payment: 42057.81
TXN00575,2024-07-13 13:31:48,BR003,EMP023,EMP023,PROD041,9,1902.79,0,0.0,17125.11,17125.11,1284.38,18409.49,1840,No,In-store,CUST0170,Online Payment,Online Payment: 18409.49
TXN00576,2023-09-04 01:25:40,BR007,EMP039,EMP039,PROD034,4,2964.82,25,2964.82,11859.28,8894.46,667.08,9561.54,956,No,In-store,CUST0039,Online Payment,Online Payment: 9561.54
TXN00577,2023-09-29 04:17:02,BR007,EMP069,EMP069,PROD021,2,215.15,0,0.0,430.3,430.3,32.27,462.57,46,No,Online,CUST0074,Online Payment,Online Payment: 462.57
TXN00578,2024-07-25 10:38:35,BR004,EMP057,EMP057,PROD016,2,3207.63,0,0.0,6415.26,6415.26,481.14,6896.4,689,No,In-store,CUST0080,Card,Card: 6896.4
TXN00579,2024-01-12 16:50:47,BR007,EMP039,EMP039,PROD013,3,3746.49,25,2809.87,11239.47,8429.6,632.22,9061.82,906,No,Online,CUST0072,Online Payment,Online Payment: 9061.82
TXN00580,2024-06-22 09:14:49,BR001,EMP091,EMP091,PROD032,1,4074.61,0,0.0,4074.61,4074.61,305.6,4380.21,438,No,In-store,CUST0081,Online Payment,Online Payment: 4380.21
TXN00581,2023-03-29 07:59:18,BR007,EMP069,EMP069,PROD043,2,4347.06,0,0.0,8694.12,8694.12,652.06,9346.18,934,No,Mobile,CUST0036,Cash,Cash: 9346.18
TXN00582,2024-08-31 10:26:48,BR002,EMP094,EMP094,PROD043,10,4347.06,0,0.0,43470.6,43470.6,3260.3,46730.9,4673,No,In-store,CUST0061,Online Payment,Online Payment: 46730.9
TXN00583,2024-10-26 12:28:47,BR006,EMP054,EMP054,PROD038,7,674.65,0,0.0,4722.55,4722.55,354.19,5076.74,507,No,In-store,CUST0037,Cash,Cash: 5076.74
TXN00584,2023-09-09 04:40:22,BR008,EMP085,EMP085,PROD017,10,4938.88,0,0.0,49388.8,49388.8,3704.16,53092.96,5309,No,Online,CUST0180,Cash,Cash: 53092.96
TXN00585,2024-01-03 02:35:45,BR008,EMP026,EMP026,PROD018,3,1826.85,25,1370.14,5480.55,4110.41,308.28,4418.69,441,No,Online,CUST0079,Cash,Cash: 4418.69
TXN00586,2025-01-11 01:26:21,BR001,EMP096,EMP096,PROD048,1,1881.76,0,0.0,1881.76,1881.76,141.13,2022.89,202,No,Online,CUST0080,Online Payment,Online Payment: 2022.89
TXN00587,2023-11-16 18:50:56,BR002,EMP094,EMP094,PROD016,8,3207.63,25,6415.26,25661.04,19245.78,1443.43,20689.21,2068,Yes,Online,CUST0066,Card,"Cash: 13015.23, Card: 7673.98"
TXN00588,2023-08-09 20:02:26,BR005,EMP035,EMP035,PROD011,8,1725.88,25,3451.76,13807.04,10355.28,776.65,11131.93,1113,No,Mobile,CUST0105,Cash,Cash: 11131.93
TXN00589,2023-04-11 03:48:37,BR008,EMP085,EMP085,PROD048,7,1881.76,0,0.0,13172.32,13172.32,987.92,14160.24,1416,No,In-store,CUST0042,Online Payment,Online Payment: 14160.24
TXN00590,2023-03-31 11:54:52,BR006,EMP068,EMP068,PROD039,9,3046.86,20,5484.35,27421.74,21937.39,1645.3,23582.69,2358,No,In-store,CUST0196,Cash,Cash: 23582.69
TXN00591,2023-06-30 15:53:40,BR008,EMP026,EMP026,PROD001,7,4133.39,0,0.0,28933.73,28933.73,2170.03,31103.76,3110,No,Online,CUST0148,Cash,Cash: 31103.76
TXN00592,2023-08-20 19:41:14,BR003,EMP088,EMP088,PROD044,7,1160.01,10,812.01,8120.07,7308.06,548.1,7856.16,785,No,Mobile,CUST0035,Card,Card: 7856.16
TXN00593,2024-05-13 13:26:29,BR006,EMP054,EMP054,PROD013,2,3746.49,25,1873.24,7492.98,5619.73,421.48,6041.22,604,No,Online,CUST0097,Online Payment,Online Payment: 6041.22
TXN00594,2023-02-25 18:55:59,BR004,EMP017,EMP017,PROD030,4,4905.59,10,1962.24,19622.36,17660.12,1324.51,18984.63,1898,No,In-store,CUST0013,Card,Card: 18984.63
TXN00595,2024-05-19 06:52:17,BR005,EMP035,EMP035,PROD006,6,4326.93,0,0.0,25961.58,25961.58,1947.12,27908.7,2790,No,In-store,CUST0004,Online Payment,Online Payment: 27908.7
TXN00596,2024-09-30 15:12:08,BR008,EMP085,EMP085,PROD008,4,2303.96,0,0.0,9215.84,9215.84,691.19,9907.03,990,No,Online,CUST0074,Online Payment,Online Payment: 9907.03
TXN00597,2023-05-20 01:49:52,BR007,EMP039,EMP039,PROD039,4,3046.86,20,2437.49,12187.44,9749.95,731.25,10481.2,1048,No,In-store,CUST0108,Cash,Cash: 10481.2
TXN00598,2023-06-01 07:18:42,BR001,EMP063,EMP063,PROD017,4,4938.88,10,1975.55,19755.52,17779.97,1333.5,19113.47,1911,No,Online,CUST0150,Online Payment,Online Payment: 19113.47
TXN00599,2023-04-15 13:01:28,BR001,EMP067,EMP067,PROD009,6,1961.09,5,588.33,11766.54,11178.21,838.37,12016.58,1201,No,Mobile,CUST0099,Online Payment,Online Payment: 12016.58
TXN00600,2024-05-16 19:16:44,BR005,EMP035,EMP035,PROD007,9,2920.62,0,0.0,26285.58,26285.58,1971.42,28257.0,2825,No,In-store,CUST0121,Card,Card: 28257.0
TXN00601,2025-02-06 12:58:11,BR001,EMP025,EMP025,PROD017,9,4938.88,10,4444.99,44449.92,40004.93,3000.37,43005.3,4300,No,Online,CUST0172,Card,Card: 43005.3
TXN00602,2024-12-31 23:02:12,BR001,EMP090,EMP090,PROD012,5,3152.66,0,0.0,15763.3,15763.3,1182.25,16945.55,1694,No,Online,CUST0120,Cash,"Cash: 9897.93, Card: 7047.62"
TXN00603,2024-01-10 05:08:00,BR003,EMP086,EMP086,PROD008,6,2303.96,0,0.0,13823.76,13823.76,1036.78,14860.54,1486,No,Online,CUST0072,Online Payment,Online Payment: 14860.54
TXN00604,2024-01-08 00:07:27,BR005,EMP046,EMP046,PROD040,5,2098.38,0,0.0,10491.9,10491.9,786.89,11278.79,1127,No,In-store,CUST0081,Online Payment,Online Payment: 11278.79
TXN00605,2024-09-23 02:40:52,BR003,EMP088,EMP088,PROD043,8,4347.06,0,0.0,34776.48,34776.48,2608.24,37384.72,3738,No,In-store,CUST0059,Cash,"Cash: 15106.78, Card: 22277.94"
TXN00606,2024-08-09 06:50:28,BR008,EMP085,EMP085,PROD008,8,2303.96,0,0.0,18431.68,18431.68,1382.38,19814.06,1981,No,Mobile,CUST0144,Card,Card: 19814.06
TXN00607,2023-05-06 07:43:18,BR003,EMP023,EMP023,PROD023,2,3745.47,0,0.0,7490.94,7490.94,561.82,8052.76,805,No,In-store,CUST0044,Online Payment,Online Payment: 8052.76
TXN00608,2023-09-07 19:56:34,BR004,EMP082,EMP082,PROD001,9,4133.39,0,0.0,37200.51,37200.51,2790.04,39990.55,3999,No,In-store,CUST0064,Card,Card: 39990.55
TXN00609,2024-12-28 04:28:21,BR006,EMP002,EMP002,PROD019,2,4557.55,5,455.76,9115.1,8659.35,649.45,9308.8,930,No,In-store,CUST0083,Cash,"Cash: 4506.33, Card: 4802.47"
TXN00610,2024-08-10 15:20:52,BR008,EMP085,EMP085,PROD041,5,1902.79,0,0.0,9513.95,9513.95,713.55,10227.5,1022,No,In-store,CUST0168,Online Payment,Online Payment: 10227.5
TXN00611,2023-10-18 07:36:10,BR003,EMP023,EMP023,PROD004,5,2334.17,25,2917.71,11670.85,8753.14,656.49,9409.63,940,No,Mobile,CUST0019,Online Payment,Online Payment: 9409.63
TXN00612,2023-12-01 04:22:55,BR002,EMP077,EMP077,PROD017,3,4938.88,0,0.0,14816.64,14816.64,1111.25,15927.89,1592,No,Online,CUST0023,Cash,Cash: 15927.89
TXN00613,2023-06-14 12:10:27,BR007,EMP069,EMP069,PROD019,3,4557.55,0,0.0,13672.65,13672.65,1025.45,14698.1,1469,No,Online,CUST0189,Card,Card: 14698.1
TXN00614,2024-05-21 17:02:55,BR003,EMP086,EMP086,PROD043,2,4347.06,0,0.0,8694.12,8694.12,652.06,9346.18,934,No,Online,CUST0115,Card,Card: 9346.18
